id,gps_height,longitude,latitude,basin,region_code,lga,population,public_meeting,permit,extraction_type_class,management,payment,water_quality,quantity,source,source_class,waterpoint_type,year,month,selfbuilt,NaN Counts
29363,1343.0,37.90863349,-4.41129341,5,2,101,80,True,True,0,7,0,5,2,8,0,1,2013,3,0,24
38629,950.0,35.06853567,-7.8664205,6,10,24,1,True,True,0,10,2,5,1,8,0,1,2011,3,1,24
55273,1237.0,33.25659711,-2.92689315,4,18,45,0,True,True,1,7,0,5,1,7,0,4,2011,7,1,23
11060,1237.0,33.1847395,-2.99737097,4,18,67,0,False,True,2,3,0,5,1,3,0,1,2011,8,0,23
29588,1570.0,34.8461249,-4.40787737,0,12,23,235,True,True,0,3,0,5,0,5,1,1,2013,1,0,24
12349,286.0,39.11930952,-9.90349556,7,23,98,350,True,False,0,3,0,5,3,5,1,1,2013,1,1,24
29301,1424.0,30.68826631,-3.64239772,3,15,30,130,True,False,0,7,6,5,1,8,0,5,2013,2,1,24
1867,10.0,40.32094769,-10.45926021,7,25,77,2300,True,True,5,7,4,5,1,3,0,2,2013,2,1,23
1566,1979.0,34.75129669,-9.743743056550219,4,16,5,0,False,False,1,11,0,0,2,7,0,4,2013,1,1,21
24729,2132.0,33.94213691,-9.55325692,1,11,46,0,True,True,1,7,0,5,0,1,0,4,2011,7,1,23
63618,1152.0,32.96479474,-1.98671128,4,18,121,400,True,True,3,7,0,5,2,8,0,6,2011,7,0,24
18506,1237.0,32.98970649,-3.6348912,4,16,104,0,True,True,3,3,0,5,3,5,1,6,2012,10,0,23
52835,606.0,37.64766668,-6.86226685,8,4,72,100,True,True,0,7,0,5,1,6,1,1,2011,8,0,24
54804,1371.0,30.70522154,-2.78073861,4,17,89,0,True,False,0,7,0,5,1,8,0,6,2011,7,0,23
5439,507.0,36.95998351,-6.92313226,8,4,36,250,True,True,1,4,3,5,2,7,0,4,2011,3,0,24
42479,1962.0,35.38173074,-4.11630007,0,20,63,99,True,True,3,7,0,5,0,7,0,6,2013,2,0,24
42295,742.0,36.8613705,-10.62756976,7,9,120,1,True,False,1,7,5,5,1,3,0,4,2013,2,0,24
35892,1325.0,37.00702305,-3.03359909,0,2,106,1,True,True,0,9,3,5,1,8,0,1,2013,3,1,24
37244,1187.0,32.65189506,-3.86055179,4,16,25,0,True,True,3,4,6,5,2,7,0,6,2013,2,1,23
47451,2333.0,33.69614434,-9.424032644494778,4,18,54,0,True,True,3,7,0,4,2,7,0,6,2012,11,1,21
48106,2576.0,33.83092094,-9.16198369,1,11,100,0,True,True,0,7,0,5,1,6,1,1,2011,7,1,20
58363,24.0,39.17828474,-6.97058216,8,6,20,2000,True,False,1,3,0,5,1,7,0,4,2013,3,0,23
43867,866.0,36.38561577,-6.80072381,6,0,76,0,True,True,0,7,2,5,1,8,0,2,2011,3,1,23
19137,10.0,39.35084923,-6.85068467,8,6,119,15,True,False,2,2,4,4,1,3,0,1,2013,3,0,23
72547,1643.0,34.92454973,-2.67452341,0,19,103,3000,True,True,2,1,6,4,1,3,0,6,2013,3,0,23
26651,959.0,35.39215067,-10.72890073,7,9,111,0,True,True,0,7,0,5,1,6,1,1,2013,2,0,24
29690,1344.0,31.31467523,-2.63189426,3,17,6,0,True,True,0,7,0,5,2,8,0,1,2011,7,1,23
56624,1309.0,36.03788871,-5.44399657,8,0,11,0,True,True,2,7,4,5,2,3,0,2,2011,3,0,23
28138,1236.0,35.70931253,-2.271882294967945,4,16,54,0,True,False,1,11,6,5,1,7,0,4,2012,10,0,20
14055,1161.0,33.57070647,-2.05555503,4,19,10,250,True,True,0,7,6,5,1,2,1,2,2013,1,1,23
45586,1237.0,33.00530217,-2.68611809,4,18,67,0,True,True,3,7,0,3,2,7,0,6,2011,7,0,22
8651,35.0,38.9356199,-5.50517544,5,3,95,300,True,False,5,4,0,5,2,6,1,1,2011,3,1,24
6713,761.0,37.83825439,-3.77814387,5,2,84,400,True,False,5,7,4,5,2,3,0,1,2013,2,0,24
42016,52.0,39.06797311,-7.36367217,6,22,69,2500,True,False,3,7,4,4,2,7,0,4,2011,3,0,24
8693,279.0,36.07996805,-8.342886449297376,4,18,54,0,True,True,3,7,0,5,2,7,0,6,2012,11,1,21
47285,1163.0,31.17197783,-6.37737831,2,14,75,54,False,True,0,8,0,5,1,8,0,1,2011,7,1,24
1098,2346.0,34.25091147,-9.26508579,1,10,55,0,True,False,0,7,0,5,1,8,0,1,2011,3,1,24
56061,954.0,37.62230033,-3.79369421,5,2,84,3000,True,False,0,7,3,5,2,8,0,1,2013,2,0,24
20581,286.0,36.13077161,-8.31918978,6,4,35,991,True,True,0,7,0,5,1,3,0,1,2011,3,1,24
40565,308.0,38.58300741,-10.20525259,7,7,85,103,True,False,2,7,4,6,0,3,0,2,2013,1,1,23
36285,1331.0,37.49464637,-3.33345891,5,2,73,100,True,True,0,9,4,5,1,8,0,1,2013,8,1,24
54774,1440.0,34.56479676,-8.93562437,6,10,91,20,True,True,0,10,5,5,0,6,1,1,2011,1,1,24
68375,1302.0,33.49588232,-3.63002695,0,16,105,0,True,False,1,11,0,4,2,7,0,4,2012,10,1,22
72467,76.0,39.09280413,-6.98019707,8,6,20,1,True,False,5,4,4,5,1,3,0,1,2013,3,0,23
10343,1094.0,36.82808117,-3.42437511,5,1,65,360,True,False,0,10,6,5,2,5,1,1,2013,3,0,24
60133,1031.0,37.12865327,-6.18284891,8,4,36,365,True,True,3,7,3,4,2,7,0,6,2011,4,1,23
40840,2315.0,33.95920637,-9.23439815,1,10,55,0,True,False,0,7,3,5,1,8,0,1,2011,3,1,24
23350,1645.0,36.82327656,-3.30640686,5,1,65,320,True,True,0,10,6,5,1,8,0,1,2013,3,0,24
26480,1205.0,30.29024729,-4.98090312,3,15,31,650,True,True,1,7,2,5,1,7,0,4,2013,2,1,24
5532,16.0,38.99247459,-6.53191072,8,5,3,100,True,True,5,1,0,5,1,6,1,1,2011,3,1,23
14605,2132.0,33.92821958,-9.60548274,1,11,46,0,True,True,1,7,0,5,1,1,0,4,2011,11,1,23
36089,579.0,37.44698054,-11.14165509,7,9,120,1,True,False,3,7,4,5,2,3,0,4,2013,2,0,24
13031,1325.0,33.54753745,-2.89919706,4,16,58,0,True,False,1,11,0,5,1,7,0,4,2013,3,1,23
33733,63.0,39.13655870000001,-7.76999029,6,22,99,1,True,True,3,7,0,5,1,7,0,6,2011,2,0,24
63005,104.0,38.84141622,-5.55177779,5,3,95,280,False,False,5,7,0,5,2,6,1,1,2011,3,1,24
18828,1355.0,37.91855188,-4.17303631,5,2,101,300,True,True,0,7,0,5,1,6,1,1,2013,3,0,24
59725,1302.0,33.86777371,-3.60914878,0,16,40,0,False,False,0,3,6,5,3,5,1,1,2012,10,1,23
23138,43.0,39.27725045,-7.05408826,8,22,69,517,True,False,5,7,4,5,1,3,0,1,2011,2,0,24
72526,1344.0,37.19533126,-4.46426357,5,20,108,200,True,True,5,8,4,5,1,3,0,2,2013,2,1,24
43112,528.0,37.2829095,-7.1099231,8,4,83,1,True,True,3,7,0,5,2,7,0,6,2011,3,1,24
3866,2147.0,33.91061728,-9.45845991,1,11,46,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,23
23155,1302.0,33.81508263,-3.43585656,0,16,58,0,True,False,0,11,1,5,3,5,1,1,2012,10,0,23
8558,671.0,36.26962662,-11.22740809,7,9,86,250,True,True,0,11,0,5,0,6,1,1,2013,2,1,24
60953,1293.0,36.85585592,-3.33437664,5,1,65,350,True,True,0,10,6,5,2,8,0,1,2013,3,1,24
18884,840.0,35.49681495,-10.75889616,7,9,111,700,True,True,1,7,3,5,3,7,0,4,2013,2,1,24
35438,1756.0,34.59370521,-9.78459779,1,10,51,80,True,False,0,7,3,5,1,8,0,1,2011,3,1,24
56008,682.0,35.62943274,-6.85416274,6,0,11,0,True,True,5,7,4,5,2,3,0,2,2011,3,0,23
39761,1189.0,30.18409013,-4.60046515,3,15,28,350,True,True,0,9,3,5,2,6,1,1,2013,2,0,24
41981,1200.0,37.29427379,-3.25424371,5,2,73,1,False,True,0,7,0,5,1,8,0,6,2013,5,1,24
38576,1925.0,31.67424432,-8.02032188,3,14,114,0,True,True,1,7,2,5,1,3,0,4,2013,1,0,24
56871,2147.0,33.92694733,-9.45691583,1,11,46,0,True,True,0,7,0,5,1,8,0,1,2011,7,1,23
917,440.0,38.79863109,-4.86773603,5,3,68,160,True,True,0,7,3,5,2,8,0,1,2011,3,1,23
47737,1321.0,30.4964117,-2.56552951,4,17,89,0,True,False,4,7,0,5,0,8,0,2,2011,7,1,23
69446,1562.0,35.31041851,-4.40951488,0,20,17,240,True,True,0,7,0,5,2,8,0,1,2013,3,0,24
2626,2333.0,33.9001912,-9.31842085,1,11,100,0,True,True,0,7,0,5,1,8,0,1,2011,4,1,20
25271,1610.0,35.51355583,-4.41378533,0,20,17,264,True,True,0,11,0,5,2,8,0,1,2013,2,0,24
34646,1477.0,36.8642821,-3.1718441000000004,0,1,65,350,True,True,0,10,6,5,1,8,0,1,2013,9,1,24
341,1056.0,32.42002272,-5.0074102,3,13,124,0,True,True,1,7,0,5,1,7,0,4,2012,10,0,23
37897,1187.0,32.41547074,-3.53302909,3,16,25,0,True,True,5,6,6,6,1,3,0,6,2013,1,1,20
64538,1530.0,34.70075964,-1.75185508,4,19,103,1140,True,True,4,7,3,5,2,7,0,4,2012,10,0,23
34348,1575.0,34.53914001,-9.10717772,6,10,91,86,True,True,0,10,2,5,1,6,1,1,2011,3,0,24
67426,1029.0,36.07028924,-3.54041912,0,1,70,1,False,True,3,10,4,5,1,3,0,6,2013,3,1,21
53079,2576.0,33.38724897,-9.52692755,1,11,21,0,True,False,0,7,6,5,3,8,0,1,2011,4,1,21
12527,2427.0,33.94436804,-9.22312767,1,10,55,0,True,False,0,7,5,5,1,8,0,1,2011,3,1,24
55255,1249.0,36.70160663,-3.47003394,5,1,1,1,False,True,5,9,0,5,2,8,0,1,2013,3,1,21
44610,727.0,37.7486542,-4.20368776,5,2,101,350,True,True,1,9,0,4,1,3,0,4,2013,3,0,24
65546,1225.0,37.26802397,-3.25482498,5,2,73,25,True,True,0,9,4,5,1,6,1,1,2013,3,1,24
2260,86.0,38.85676839,-6.74337038,8,5,29,1,False,True,2,4,4,5,1,6,1,1,2011,3,1,24
5480,1306.0,33.85480478,-1.96985638,4,19,10,240,True,False,3,11,6,4,1,7,0,6,2012,11,1,24
27649,285.0,38.51126258,-10.89795445,7,24,87,36,True,True,1,7,4,4,1,7,0,6,2013,2,0,24
53468,1258.0,33.25629885,-6.84387686,2,13,107,0,True,True,1,7,0,4,0,7,0,4,2012,10,0,23
497,1076.0,33.28782847,-3.82713811,0,16,104,0,False,True,1,3,0,5,1,3,0,4,2012,10,0,23
46354,2576.0,33.68068845,-9.39704972,1,11,100,0,True,True,0,7,0,5,1,8,0,1,2011,7,1,20
38045,754.0,36.12600442,-6.55225593339883,4,18,54,0,True,True,1,7,5,4,3,7,0,4,2012,10,1,21
29576,1170.0,31.57645831,-1.63499089,4,17,81,0,True,True,1,7,0,5,1,7,0,4,2011,8,0,23
5200,1213.0,32.14581997,-3.70826364,3,16,9,0,True,True,3,11,6,5,1,7,0,6,2012,10,0,23
26463,280.0,36.68712023,-8.32447326,6,4,122,400,True,True,1,7,3,5,1,7,0,4,2011,3,1,24
8715,17.0,38.85074875,-6.5796603000000005,8,5,3,10,True,True,2,4,4,5,1,6,1,1,2011,2,1,24
70544,1272.0,37.41817703,-3.31644258,5,2,73,70,True,True,0,7,6,5,2,8,0,1,2013,2,1,24
50219,1325.0,33.51145483,-2.95114163,4,18,45,0,True,True,1,7,0,5,1,3,0,4,2011,7,1,23
73092,1347.0,30.58578109,-3.74551664,3,15,30,170,True,False,0,7,6,5,1,6,1,1,2013,2,1,24
30057,317.0,35.80043497,-8.79146901,6,4,35,150,True,True,0,7,0,5,2,6,1,1,2011,3,1,24
27186,1328.0,34.52809183,-8.82810942,6,10,91,45,True,True,0,10,3,5,1,6,1,1,2011,3,1,24
29660,389.0,36.71384452,-8.89168877,6,4,122,230,True,True,0,11,3,5,1,6,1,1,2011,3,1,24
52836,1201.0,33.89679548,-1.58148723,4,19,82,360,True,False,5,7,4,4,3,3,0,2,2012,10,1,24
66209,1362.0,37.6666243,-3.62264846,5,2,84,90,True,False,0,6,0,5,2,6,1,6,2013,3,1,23
1642,1213.0,31.532581,-3.3294867,3,16,9,0,True,True,1,11,6,5,1,7,0,4,2012,10,1,23
59679,1187.0,32.51575571,-2.3353220825470604,4,16,5,0,True,False,1,11,6,5,1,7,0,4,2012,10,1,20
24882,1321.0,34.07175102,-3.16283279,0,16,58,0,True,False,1,11,1,5,1,7,0,4,2012,10,1,23
63530,85.0,40.27899253,-10.54001951,7,25,77,300,True,True,5,7,4,5,1,3,0,2,2013,2,0,23
15722,1620.0,29.78887834,-4.44335622,3,15,28,350,True,False,1,7,0,5,1,7,0,4,2013,2,0,24
47376,1063.0,32.64550504,-4.16310835,3,16,25,0,True,True,1,11,6,5,1,7,0,4,2012,10,1,23
50807,913.0,37.60073197,-3.78692105,5,2,84,120,True,False,0,9,0,5,2,8,0,1,2013,2,0,24
73203,1394.0,36.66019476,-6.36497531,8,0,43,0,True,False,0,7,4,5,0,8,0,1,2011,3,1,23
9120,1314.0,33.77907846,-3.06392289,4,16,58,0,True,False,0,4,3,5,1,0,1,2,2012,10,0,23
45680,1237.0,33.36555727,-2.93002096,4,18,45,0,False,False,3,4,0,5,1,7,0,6,2011,7,1,23
59738,1237.0,32.87475272,-3.29322686,4,16,104,0,True,True,1,11,0,5,1,7,0,4,2012,10,0,23
21831,1398.0,37.25750397,-3.21910298,5,2,16,100,True,True,0,9,4,5,1,8,0,1,2013,8,1,24
41297,1250.0,37.02952085,-3.23844188,5,2,106,1,True,True,0,9,3,5,1,8,0,1,2013,3,1,24
24692,1384.0,30.74777495,-2.96144794,3,17,89,0,True,False,1,7,0,5,2,7,0,4,2011,7,0,23
57243,1325.0,33.52126694,-2.96759919,4,18,45,0,True,True,1,7,3,5,1,3,0,4,2011,7,1,23
24782,1237.0,33.20882577,-2.71591865,4,18,67,0,True,True,3,7,2,5,1,7,0,6,2011,8,0,22
50595,1170.0,31.83376593,-1.28938005,4,17,8,0,True,False,1,7,0,5,2,7,0,4,2011,8,1,21
19094,1321.0,30.66392112,-1.22974893,4,17,26,0,True,True,1,7,0,5,1,7,0,4,2011,8,1,23
48584,1313.0,34.49253894,-5.70081928,6,12,56,1200,True,False,2,7,0,5,2,3,0,2,2013,2,1,24
48555,758.0,36.90845714,-7.47258873,6,4,36,250,True,True,3,7,3,5,1,3,0,1,2011,3,1,24
34860,1371.0,34.76020382,-8.77442196,6,10,91,35,True,False,0,7,5,5,1,6,1,1,2011,3,1,24
60788,1302.0,33.73153918,-3.60512017,0,16,40,0,True,False,1,11,6,5,3,7,0,4,2012,10,1,23
52047,1188.0,32.93032124,-1.96420714,4,18,121,500,True,True,3,7,0,5,2,2,1,2,2011,7,1,23
61582,1237.0,33.34535494,-2.83207512,4,18,45,0,True,True,1,7,0,5,1,7,0,4,2011,8,1,23
73095,1280.0,37.58921689,-3.29573402,5,2,73,1,True,True,0,10,3,5,1,8,0,1,2013,3,0,24
53019,28.0,39.30877651,-7.34710297,8,5,69,230,True,False,1,7,0,5,0,7,0,4,2011,3,0,23
9899,1168.0,36.59213199,-3.63298029,5,1,70,1,False,True,0,3,0,5,3,8,0,1,2013,3,1,21
23228,1404.0,33.86112728,-6.22305609,3,13,107,0,True,True,1,7,0,3,1,7,0,4,2012,10,0,23
44329,1069.0,34.07655793,-8.85513702,6,10,55,0,True,True,0,10,2,5,1,8,0,1,2011,3,1,24
8859,529.0,36.91483035,-6.90993998,8,4,36,300,True,True,1,7,3,5,2,7,0,4,2011,3,0,24
18043,1321.0,30.78855692,-2.45850093,4,17,89,0,True,False,0,7,3,5,1,8,0,1,2011,7,1,23
41457,898.0,35.86863123,-5.97471321,8,0,14,0,True,False,2,7,4,5,2,3,0,1,2011,4,1,23
42227,2025.0,34.69737661,-9.33454572,6,10,91,26,True,True,0,7,3,5,1,6,1,1,2011,2,0,24
40803,24.0,38.97751891,-5.4367845,5,3,95,200,True,False,5,7,0,5,1,3,0,1,2011,3,1,24
33795,373.0,38.48791821,-5.53208819,5,3,18,200,True,True,5,7,4,5,2,6,1,1,2011,3,1,24
20012,1384.0,30.53890224,-2.79395414,4,17,89,0,True,False,1,7,0,5,1,7,0,4,2011,7,0,23
47298,1081.0,32.86353827,-5.01818872,3,13,115,0,True,True,1,7,0,5,0,7,0,4,2012,11,0,23
65384,989.0,35.35235473,-10.65384704,7,9,111,750,True,True,1,7,5,5,0,7,0,4,2013,1,1,24
19516,1096.0,30.00353027,-4.99169101,3,15,31,480,True,True,0,7,6,5,2,6,1,2,2013,2,1,24
6008,1393.0,34.76434549,-8.78290773,6,10,91,35,True,False,0,7,5,5,1,6,1,1,2011,3,1,24
73261,552.0,34.63209523,-11.01226971,1,9,61,95,True,True,0,7,3,5,1,8,0,1,2013,10,0,24
35666,1951.0,34.72123216,-9.29479113,6,10,91,30,True,True,0,7,3,5,1,6,1,1,2011,3,0,24
58088,1299.0,35.86955826,-4.20778232,0,20,2,120,True,True,0,7,0,5,2,8,0,1,2013,2,1,24
24040,1063.0,33.10535395,-4.05244169,0,13,94,0,False,False,1,7,0,4,1,3,0,4,2012,10,1,23
21703,1344.0,31.4992759,-2.10750171,4,17,81,0,True,True,1,7,0,5,1,7,0,4,2011,7,0,23
63085,1415.0,35.36715189,-3.78786745,0,20,63,187,True,True,1,7,0,5,1,7,0,4,2013,1,0,24
25016,2173.0,33.31246304,-8.89303333,2,11,60,0,True,True,0,7,5,5,0,6,1,1,2011,3,0,23
22902,1147.0,37.24664031,-3.26310867,5,2,16,30,True,True,0,9,4,5,1,8,0,1,2013,11,1,24
58243,1952.0,34.70327155,-9.24057248,6,10,91,55,True,True,0,10,3,5,1,8,0,1,2011,4,1,24
66798,344.0,36.84375985,-9.02750507,6,4,122,1,True,True,3,7,0,6,0,7,0,6,2011,3,1,23
58210,1930.0,31.58506735,-8.04891685,3,14,114,430,True,True,0,7,0,5,0,8,0,1,2013,1,0,24
2527,963.0,37.16890825,-6.07492539,8,4,33,191,True,True,1,7,2,4,1,7,0,4,2011,3,1,23
72877,309.0,36.19075932,-8.94335258,6,4,122,390,True,True,1,7,3,5,2,7,0,4,2011,3,1,24
36503,1336.0,30.034654519999997,-4.678173614021246,4,16,5,0,True,False,1,11,6,5,1,7,0,4,2013,2,1,20
57992,8.0,38.94035288,-6.45721793,8,5,3,50,True,False,5,3,0,5,1,3,0,1,2011,3,1,23
33901,2147.0,33.74398092,-9.55869163,1,11,46,0,True,True,0,8,3,5,1,8,0,1,2011,7,1,23
63367,18.0,39.15610161,-6.91435393,8,6,20,90,True,False,5,4,4,5,1,3,0,1,2013,3,0,23
21889,1069.0,34.0630741,-8.82980384,6,11,59,0,True,True,0,7,3,5,2,6,1,1,2011,4,1,21
44714,1638.0,30.03567031,-4.44436086,3,15,28,570,True,True,0,9,3,5,1,8,0,1,2013,2,0,24
1648,87.0,39.10086306,-6.94923932,8,6,20,100,True,False,5,4,4,0,1,3,0,1,2013,3,0,23
69020,1187.0,32.51375178,-4.003478941976695,4,16,54,0,False,False,3,7,0,5,1,4,0,6,2013,1,1,20
61641,42.0,39.52970608,-7.03055802,8,6,119,250,True,False,1,2,0,5,1,3,0,4,2013,3,0,23
172,2333.0,33.8482358,-9.35534648,1,11,100,0,True,True,0,7,6,5,1,8,0,1,2011,4,1,20
11989,1298.0,33.990450700000004,-1.95368627,4,19,10,250,False,False,1,11,6,4,1,7,0,4,2012,11,1,24
61387,1187.0,32.47931638,-2.37162475,4,18,102,0,True,True,1,7,0,5,0,7,0,4,2011,8,1,23
61936,1206.0,33.53639079,-1.86739998,4,19,82,280,True,True,1,7,6,4,2,7,0,4,2012,12,0,23
51263,1476.0,35.11646548,-4.76074821,0,12,109,230,True,True,3,7,0,5,2,5,1,1,2013,2,1,21
39424,2221.0,34.14244667,-9.34341475,1,10,55,0,True,False,0,7,2,5,1,8,0,1,2011,2,1,24
44914,1325.0,33.5086526,-2.90594293,4,16,58,0,True,False,1,11,0,5,1,7,0,4,2013,2,1,23
40977,374.0,35.76077831,-8.85011264,6,4,35,250,True,True,1,7,0,5,1,7,0,4,2011,3,1,24
73925,1344.0,31.53176136,-1.78603673,4,17,81,0,True,True,0,7,0,5,1,8,0,5,2011,7,0,23
50660,31.0,38.687762,-6.6867304,8,5,3,150,False,True,5,4,4,5,1,6,1,1,2011,3,1,23
952,1224.0,34.85282303,-10.74729162,1,9,61,40,True,True,0,7,6,5,0,8,0,1,2013,2,0,24
61606,330.0,37.53252452,-6.42241681,8,4,83,1,False,True,5,7,4,4,1,3,0,1,2011,3,1,24
25329,1063.0,32.67317258,-4.13068389,3,13,94,0,False,False,1,7,0,1,2,7,0,4,2013,1,1,23
13916,1063.0,32.88602543,-4.21553859,3,13,94,0,False,False,3,7,0,5,2,7,0,6,2012,10,1,23
23504,1055.0,37.26218118,-3.28801099,5,2,73,30,False,True,0,9,4,5,1,6,1,1,2013,3,1,24
53280,1237.0,33.05314472,-2.48632367,4,18,54,0,True,True,0,7,0,5,0,5,1,6,2011,7,1,22
51264,1590.0,34.82193757,-5.07020432,0,12,109,1,True,True,3,7,6,6,0,7,0,6,2013,2,1,20
18339,386.0,37.42221601,-6.32588057,8,4,83,1,True,True,1,7,0,4,2,7,0,4,2011,2,1,24
57856,1599.0,34.70375463,-1.83715578,4,19,103,525,False,True,3,4,0,5,1,7,0,4,2012,10,0,23
31074,21.0,38.93011163,-5.53506752,5,3,95,250,True,False,5,7,4,4,1,6,1,2,2011,3,1,24
21979,921.0,35.34158019,-10.85693425,7,9,111,0,True,True,0,7,3,5,1,6,1,1,2013,4,1,24
68911,673.0,37.97854114,-5.39728504,5,3,18,60,True,False,5,7,4,5,1,0,1,2,2011,4,1,24
42445,2576.0,33.04095568,-9.38195941,1,11,21,0,True,False,1,7,6,3,3,7,0,4,2011,3,1,21
3493,1471.0,37.27511211,-3.20993169,5,2,73,30,True,True,0,9,4,5,1,6,1,1,2013,3,1,24
59660,1392.0,34.36012336,-1.73813214,4,19,103,731,True,True,0,1,6,5,3,5,1,1,2013,2,0,22
4690,1325.0,33.49060591,-2.86483325,4,18,45,0,True,True,1,7,0,5,1,7,0,4,2011,8,1,23
6621,1039.0,34.09967329999999,-3.7251835,0,16,64,0,True,True,5,3,4,5,1,7,0,2,2012,10,1,23
34656,191.0,38.83828987,-5.1622245000000015,5,3,80,120,True,False,0,7,4,4,2,3,0,1,2011,3,1,24
51581,823.0,33.15594985,-8.41375575,2,11,13,0,True,True,2,7,0,5,1,3,0,6,2011,4,0,23
67154,1790.0,37.56045805,-3.03626167,0,2,96,1,True,True,0,0,3,5,1,8,0,1,2013,2,0,24
66142,1705.0,34.98867432,-3.38139595,0,1,90,50,True,False,6,7,0,5,1,1,0,2,2013,3,0,24
17049,1339.0,36.86550392,-6.19961467,8,4,36,180,True,True,0,7,0,5,1,8,0,1,2011,3,0,24
53488,1237.0,33.37220415,-2.76655769,4,18,45,0,True,True,1,7,0,5,1,7,0,4,2011,8,1,23
40701,348.0,38.98770896,-10.27794524,7,23,98,560,True,True,1,7,2,4,1,7,0,4,2013,1,1,24
8543,49.0,39.11954001,-6.88464414,8,6,20,100,True,False,5,11,4,0,1,3,0,1,2013,3,0,23
63015,1302.0,33.95183567,-3.14941531,4,16,58,0,True,False,1,11,1,5,1,7,0,4,2012,11,1,23
38752,1443.0,34.60520913,-4.23582214,0,12,23,134,True,True,0,3,0,5,3,5,1,1,2013,1,0,24
5830,1213.0,32.21170371,-3.92264631,3,16,25,0,True,True,3,11,6,3,2,7,0,6,2012,10,1,23
15645,2576.0,33.11623075,-9.06875698,2,11,62,0,False,False,1,7,5,5,3,7,0,4,2011,8,0,23
28181,1484.0,37.27144627,-3.20759339,5,2,73,30,True,True,0,9,4,5,1,6,1,1,2013,3,1,24
51803,1500.0,36.64443795,-3.33102201,5,1,0,150,True,True,0,7,0,5,2,8,0,1,2013,1,1,24
32682,1344.0,31.16499265,-1.59603491,4,17,26,0,True,True,0,7,0,5,1,8,0,1,2011,7,1,23
73083,1874.0,36.71168479,-3.14908971,0,1,0,150,True,True,0,7,0,5,2,8,0,1,2013,3,1,24
8389,1725.0,38.28357954,-4.6630064,5,3,52,1,True,True,0,7,0,5,1,8,0,1,2011,3,0,24
72561,715.0,37.56198757,-3.52937898,5,2,84,200,True,True,5,10,3,5,2,3,0,1,2013,2,1,24
14682,348.0,38.4227973,-5.2270947,5,3,18,50,True,True,5,7,4,5,1,6,1,2,2011,3,1,24
44125,1852.0,35.23161005,-8.53020459,6,10,79,0,True,False,1,7,0,5,1,7,0,4,2011,3,1,24
19755,1173.0,35.25084217,-5.17210706,0,0,42,0,True,False,2,7,0,5,1,3,0,1,2011,3,0,23
18437,349.0,38.40852027,-5.61618879,5,3,18,200,True,True,5,7,4,5,1,6,1,1,2011,3,1,24
37809,1076.0,33.36510001,-3.94184194,0,13,19,0,True,True,5,7,4,5,2,7,0,2,2012,10,0,23
58896,378.0,37.7472563,-5.99726513,8,4,83,120,True,True,4,7,3,5,1,7,0,4,2011,3,1,24
56782,1123.0,31.15358913,-6.4192508,2,14,75,1000,True,True,1,7,2,5,1,3,0,4,2011,7,1,24
22859,1304.0,30.15005867,-4.48274118,3,15,28,340,True,True,0,7,3,5,1,6,1,1,2013,2,1,24
5196,1581.0,36.8397509,-3.30919916,5,1,65,84,True,True,0,7,6,5,2,8,0,1,2013,3,1,24
28854,1063.0,32.58318754,-4.07240684,3,16,25,0,True,False,3,11,6,3,2,7,0,6,2012,10,1,22
52739,40.0,39.16531746,-7.03665951,8,22,69,751,True,False,3,7,0,6,0,7,0,6,2011,2,0,23
28266,1378.0,36.67387591,-3.37820525,5,1,1,296,False,True,5,9,4,5,1,3,0,1,2013,3,1,21
73472,423.0,39.14391102,-10.83174239,7,24,57,300,True,True,0,7,0,5,1,8,0,1,2013,1,0,24
21845,1056.0,32.38816805,-4.78099318,3,13,123,0,True,True,1,7,0,5,2,7,0,4,2012,10,0,23
35978,1213.0,31.49785383,-3.36912361,3,16,9,0,True,True,1,11,6,5,1,7,0,4,2012,10,0,23
35588,2333.0,33.8101499,-9.33368556,1,11,100,0,True,True,0,7,6,5,1,8,0,1,2011,4,1,20
57591,823.0,33.10658194,-8.59339516,2,11,13,0,True,True,0,7,3,5,1,8,0,1,2011,4,0,23
52983,1191.0,36.89482486,-3.36030885,5,1,65,87,True,True,0,7,6,5,2,6,1,1,2013,6,1,24
11561,84.0,40.05802517,-10.26554847,7,25,77,100,True,True,5,7,4,5,1,3,0,2,2013,1,1,24
29609,1684.0,35.49248988,-4.25124636,0,20,2,215,True,True,0,9,4,5,2,8,0,2,2013,2,1,24
17759,1236.0,34.01726901,-1.62392054,4,19,82,300,True,True,0,7,0,5,1,3,0,1,2012,10,0,24
73738,1237.0,33.25981821,-2.55955113,4,18,54,0,True,True,3,7,0,4,0,7,0,6,2011,7,1,23
45070,1942.0,35.43252313,-8.44397692,6,10,79,0,True,False,1,7,0,5,1,7,0,4,2011,3,1,24
25921,1364.0,38.39726815,-4.9276338,5,3,52,1,True,True,0,7,0,5,1,8,0,1,2011,3,1,24
51424,1184.0,36.92639123,-6.10351531,8,4,36,50,True,True,0,7,4,5,1,8,0,1,2011,3,1,24
74056,457.0,37.82043224,-6.79045405,8,4,71,80,True,True,0,7,3,5,2,6,1,1,2011,3,1,24
72373,1321.0,30.54929539,-2.53842195,4,17,89,0,True,False,0,7,0,5,1,8,0,1,2011,7,1,23
